ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,FinalChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes,scanRaw,AutoCones,AutoCubes,TeleopCones,TeleopCubes,AttemptedTripleBalance,SuccessfulTripleBalance,uuid
Amogh,qm5,red,2,494,true,5H,0.0,0.0,Engage,Engage,,9H|6M|6H|5M|3M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Amogh|qm|5|red|2|494|true|5H|0|false|Engage|Engage||1H|4M|4H|5M|7M|0||Engage|Engage|||false|false|0|0|4|,[],['High'],"['High', 'Mid', 'High', 'Mid']",['Mid'],0.0,0.0,93c66a3c-bcd5-4af7-a739-b358d839c531
Aran,qm5,red,1,2992,true,9H|9M,0.0,0.0,None,None,,4M|4H|3H|2H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Aran|qm|4|red|1|4112|true|1H|9H|0|false||None||6M|6H|7H|8H|0||Engage|Engage|||false|false|0|0|0|,"['High', 'Mid']",[],"['Mid', 'High', 'High']",['High'],0.0,0.0,867c0d95-c657-4654-9ec0-d029dedfb51c
Arav,qm5,red,3,5172,true,,0.0,1.0,None,None,,8M|8H|7M|5H|5H,0.0,,None,None,,,0.0,1.0,0.0,0.0,3.0,,Arav|qm|5|red|3|5172|true||0|true||None||2M|2H|3M|5H|5H|0|||None|||false|true|0|0|3|,[],[],['Mid'],"['Mid', 'High', 'High', 'High']",0.0,0.0,45d01a82-2dbf-4a74-a9eb-042c3fff9b2b
Aran,qm50,blue,1,3039,true,8M|8H|9H,0.0,1.0,None,None,,1M|2Lcube|3Lcube|3H|8M|8H|9H,0.0,,Engage,,,,0.0,0.0,0.0,0.0,5.0,,Aran|qm|50|blue|1|3039|true|8M|8H|9H|0|true||None||1M|2Lcube|3Lcube|3H|8M|8H|9H|0||Engage||||false|false|0|0|5|,['High'],"['Mid', 'High']","['Mid', 'High', 'High']","['Low', 'Low', 'Mid', 'High']",0.0,0.0,2916a708-8d9c-463a-9a0e-638a35b83c86
Shashwat,qm50,blue,2,5172,false,2H|6Lcube,0.0,0.0,Engage,Engage,,6Lcone|6M|8Lcube,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|50|blue|2|5172|false|2H|6Lcube|0|false|Engage|Engage||6Lcone|6M|8Lcube|1||Engage|Engage|||false|false|0|0|0|,[],"['High', 'Low']","['Low', 'Mid']",['Low'],0.0,0.0,13de3c20-c9b1-4dd6-946e-3a1a03bf67e6
alexander,qm50,red,3,1629,false,5H,0.0,1.0,Engage,Dock,,9H|7H|6H,3.0,Struggled at loading station,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,2.0,,alexander|qm|50|red|3|1629|false|5H|0|true|Engage|Dock||1H|3H|4H|3|Struggled at loading station|Engage|Engage||Triple Engage|false|false|0|0|2|,[],['High'],"['High', 'High', 'High']",[],1.0,1.0,b608d54c-e730-4042-9bdb-0692eb6592c6
Arav,qm50,red,2,4069,true,2M,1.0,1.0,None,None,,6H|5M|4H|3M|3H|1H,0.0,,Engage,Engage,10,,0.0,0.0,0.0,0.0,4.0,,Arav|qm|50|red|2|4069|true|8M|1|true||None||4H|5M|6H|7M|7H|9H|0||Engage|Engage|10||false|false|0|0|4|,[],['Mid'],"['High', 'High', 'Mid', 'High', 'High']",['Mid'],1.0,1.0,9e8d9549-7223-4bc0-a71b-1e020fa4a284
Sydney,qm50,red,1,4905,true,8H,0.0,1.0,None,None,,3M|2Lcone|2H|1M|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,,Sydney|qm|50|red|1|4905|true|2H|0|true||None||7M|8Lcone|8H|9M|9H|0||Engage|Engage|||false|false|0|0|3|,[],['High'],"['Mid', 'Low', 'Mid', 'High']",['High'],1.0,1.0,53d326ef-25bb-44f9-ac85-5ed8aba3dea5
Joshua,qm51,blue,2,177,true,1Lcone,1.0,1.0,None,,Shoots in autoMissed triple auto,4M|4H|5Lcube|5M|6Lcube|6M|6H|8Lcube,0.0,,Engage,Engage,13,Triple dock,0.0,0.0,60.0,4.0,5.0,High cycle rate| intake optimized only for cubes or anything from slanted load station,Joshua|qm|51|blue|2|177|true|1Lcone|1|true|||Shoots in autoMissed triple auto|4M|4H|5Lcube|5M|6Lcube|6M|6H|8Lcube|0||Engage|Engage|13|Triple dock|false|false|60|4|5|High cycle rate| intake optimized only for cubes or anything from slanted load station,['Low'],[],"['Mid', 'High', 'Mid', 'High']","['Low', 'Mid', 'Low', 'Low']",1.0,1.0,7ef3a956-d3a2-4956-9eee-e02abb70ad60
Eckart,qm51,blue,1,3572,true,8M,0.0,1.0,None,None,,7Lcone|7H|8H|9H,0.0,,Engage,Engage,11.0,,0.0,0.0,0.0,0.0,4.0,,Eckart|qm|51|blue|1|3572|true|8M|0|true||None||7Lcone|7H|8H|9H|0||Engage|Engage|11.0||false|false|0|0|4|,[],['Mid'],"['Low', 'High', 'High']",['High'],1.0,1.0,d5cf6097-6451-4b68-af98-f88d9174aa82
Joshua,qm51,blue,3,3940,true,5H,0.0,1.0,Engage,Engage,,1Lcone|2Lcube|2H|3Lcube|3H|4H,0.0,Good driving and prioritizing cycle rate over slowing enemy team as they recognized it wasnt worth it,Engage,Engage,12,Triple dock,0.0,0.0,60.0,4.0,4.0,Valid opportunistic defense incorporation ,Joshua|qm|51|blue|3|3940|true|5H|0|true|Engage|Engage||1Lcone|2Lcube|2H|3Lcube|3H|4H|0|Good driving and prioritizing cycle rate over slowing enemy team as they recognized it wasnt worth it|Engage|Engage|12|Triple dock|false|false|60|4|4|Valid opportunistic defense incorporation ,[],['High'],"['Low', 'High', 'High']","['Low', 'High', 'Low']",1.0,1.0,386ffe46-de55-4038-9709-a0707efeff2e
Joshua,qm51,red,1,195,true,2H,2.0,1.0,None,,Very interesting strategy: throws away the cube in its poses soon towards the grid| then drives out to collect another cube. It starts in the front most area next to the charge station. Attempted triple auto with this,6Lcone|5H|4Lcone|4H|3M|3H|2H|1M|1H,0.0,Very good cycling speed ,Engage,Dock,5,Tried to jump on with 5 seconds left| team could not adjust properly,0.0,1.0,40.0,3.0,5.0,,Joshua|qm|51|red|1|195|true|8H|2|true|||Very interesting strategy: throws away the cube in its poses soon towards the grid| then drives out to collect another cube. It starts in the front most area next to the charge station. Attempted triple auto with this|4Lcone|5H|6Lcone|6H|7M|7H|8H|9M|9H|0|Very good cycling speed |Engage|Dock|5|Tried to jump on with 5 seconds left| team could not adjust properly|false|true|40|3|5|,[],['High'],"['Low', 'Low', 'High', 'Mid', 'High', 'Mid', 'High']","['High', 'High']",1.0,0.0,ac6a5b0c-a229-40de-afef-32ef0d669041
Joshua,qm51,red,3,4112,true,9H,0.0,1.0,None,,,9Lcube|8H|7H,0.0,Intake stopped rolling so then switched to defenseDid poor job at defense as the only contact they got resulted in them falling into blues charging zone which caused a penalty,Engage,Dock,20,9084 couldnt move very much on pad so they fell off causing a dock,0.0,0.0,80.0,1.0,4.0,Drove very well for scoring but poorly for defense. Most likely they arent as comfortable with it.,Joshua|qm|51|red|3|4112|true|1H|0|true||||1Lcube|2H|3H|0|Intake stopped rolling so then switched to defenseDid poor job at defense as the only contact they got resulted in them falling into blues charging zone which caused a penalty|Engage|Dock|20|9084 couldnt move very much on pad so they fell off causing a dock|false|false|80|1|4|Drove very well for scoring but poorly for defense. Most likely they arent as comfortable with it.,['High'],[],['High'],"['Low', 'High']",1.0,0.0,c4e50bb0-628d-4535-a2a2-914bb5b4fba3
Joshua,qm51,red,2,9084,true,6H,0.0,1.0,Engage,Engage,,6Lcube|3Lcube|2Lcube,0.0,Intake is sticking out so during defense it causes penalties from rams,Engage,Dock,3,Went on charge station at 70ish seconds left due to a penalty| did the equivalent of a disable after balancing on it,1.0,1.0,60.0,1.0,4.0,Defense was rather counter effective this match,Joshua|qm|51|red|2|9084|true|4H|0|true|Engage|Engage||4Lcube|7Lcube|8Lcube|0|Intake is sticking out so during defense it causes penalties from rams|Engage|Dock|3|Went on charge station at 70ish seconds left due to a penalty| did the equivalent of a disable after balancing on it|true|true|60|1|4|Defense was rather counter effective this match,['High'],[],[],"['Low', 'Low', 'Low']",1.0,0.0,f0bc12b8-bbcb-4298-b6d1-83e9af160eb0
Nicole,qm52,blue,2,4522,true,8M|8H|9H,0.0,1.0,None,,,1H|3M|3H|4H|6H|7M|9M,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Nicole|qm|52|blue|2|4522|true|8M|8H|9H|0|true||||1H|3M|3H|4H|6H|7M|9M|1||Engage|Engage|||false|false|0|0|5|,['High'],"['Mid', 'High']","['High', 'Mid', 'High', 'High', 'High', 'Mid', 'Mid']",[],0.0,0.0,da5e0107-6e59-4a39-bfc1-523b9ce6981e
Eckart,qm52,blue,1,7072,true,5M,0.0,1.0,Engage,Engage,,,0.0,Defense only,Engage,Engage,5.7,,0.0,0.0,100.0,2.0,0.0,No fouls but can't cause any change in cycle times,Eckart|qm|52|blue|1|7072|true|5M|0|true|Engage|Engage|||0|Defense only|Engage|Engage|5.7||false|false|100|2|0|No fouls but can't cause any change in cycle times,[],['Mid'],[],[],0.0,0.0,40ea0cc6-878c-45b1-ab3a-5dbc0201703d
paul,qm52,blue,3,7428,true,8H,0.0,0.0,None,,,4M|5H|6M,0.0,issues at double substation ,None,Park,,,0.0,0.0,0.0,0.0,2.0,,paul|qm|52|blue|3|7428|true|8H|0|false||||4M|5H|6M|0|issues at double substation ||Park|||false|false|0|0|2|,[],['High'],"['Mid', 'Mid']",['High'],0.0,0.0,6689d365-728d-4012-ac8d-f4782a8823b5
darren,qm52,red,3,955,true,9H|8H,0.0,1.0,None,,,9M|8M|7M|7H|6Lcone|4Lcube|1Lcone,0.0,better high than middle,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,,darren|qm|52|red|3|955|true|1H|2H|0|true||||1M|2M|3M|3H|4Lcone|6Lcube|9Lcone|0|better high than middle|Engage|Engage|||false|false|0|0|2|,['High'],['High'],"['Mid', 'Mid', 'High', 'Low', 'Low']","['Mid', 'Low']",1.0,1.0,90488e2b-0c7a-4a30-9711-7fa2732a8f82
Agneya,qm52,red,2,3538,true,2H|1H,0.0,1.0,None,None,,6M|6H|5M|4Lcube|4M|4H|2M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Agneya|qm|52|red|2|3538|true|8H|9H|0|true||None||4M|4H|5M|6Lcube|6M|6H|8M|0||Engage|Engage|||false|false|0|0|5|,['High'],['High'],"['Mid', 'High', 'Mid', 'High']","['Mid', 'Low', 'Mid']",1.0,1.0,e21dd00d-8315-44ee-8fe9-ef316b9fc871
aarav,qm52,red,1,5665,true,5H,0.0,1.0,Engage,Engage,,5H|5H|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,aarav|qm|52|red|1|5665|true|5H|0|true|Engage|Engage||5H|5H|7H|0||Engage|Engage|||false|false|0|0|4|,[],['High'],['High'],"['High', 'High']",1.0,1.0,74b55636-4122-440f-91b1-0b8ca9d72fee
Nicole,qm53,blue,2,4143,true,6Lcube,0.0,1.0,None,,I def missed something from auto,4Lcone|4H|5Lcone|5M|6M|6H|7M|9Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Nicole|qm|53|blue|2|4143|true|6Lcube|0|true|||I def missed something from auto|4Lcone|4H|5Lcone|5M|6M|6H|7M|9Lcube|0||Engage|Engage|||false|false|0|0|4|,[],['Low'],"['Low', 'High', 'Low', 'Mid', 'High', 'Mid']","['Mid', 'Low']",0.0,0.0,2eb2a8ac-25b5-4ade-8eca-0d5bc45e1ddc
Eckart,qm53,blue,1,4944,true,6H,0.0,1.0,Engage,Engage,,6Lcube|7H|8Lcone|8M|9Lcube|9M,4.0,,Engage,Engage,4.3,,0.0,0.0,0.0,0.0,5.0,,Eckart|qm|53|blue|1|4944|true|6H|0|true|Engage|Engage||6Lcube|7H|8Lcone|8M|9Lcube|9M|4||Engage|Engage|4.3||false|false|0|0|5|,['High'],[],"['High', 'Low', 'Mid']","['Low', 'Mid', 'Low']",0.0,0.0,5c0d51da-40d9-4810-a578-1fa73dbf2c60
paul,qm53,blue,3,8592,true,2H|3H,0.0,0.0,None,,,1M|1H|2Lcube|4M|5H|6M,0.0,,None,,,,0.0,0.0,0.0,0.0,5.0,,paul|qm|53|blue|3|8592|true|2H|3H|0|false||||1M|1H|2Lcube|4M|5H|6M|0||||||false|false|0|0|5|,['High'],['High'],"['Mid', 'High', 'Mid', 'Mid']","['Low', 'High']",0.0,0.0,8d9f5472-e6a0-43c8-8d86-3324cd4ba39c
aarav,qm53,red,1,179,false,,0.0,0.0,None,,,6M|6H|4H|3H|1H,1.0,,Engage,Park,,,0.0,0.0,0.0,0.0,5.0,fast dt| scoring takes a bit to align ,aarav|qm|53|red|1|179|false||0|false||||4M|4H|6H|7H|9H|1||Engage|Park|||false|false|0|0|5|fast dt| scoring takes a bit to align ,[],[],"['Mid', 'High', 'High', 'High', 'High']",[],0.0,0.0,95b5c4d8-2e67-4482-8996-d8f22991edab
Agneya,qm53,red,2,8808,true,8H,0.0,1.0,None,None,,8M|8H|2M,0.0,very slow robot,Engage,Park,,,0.0,0.0,0.0,0.0,0.0,,Agneya|qm|53|red|2|8808|true|2H|0|true||None||2M|2H|8M|0|very slow robot|Engage|Park|||false|false|0|0|0|,[],['High'],[],"['Mid', 'High', 'Mid']",0.0,0.0,24bf0131-c8cf-418f-a5cb-0f1c0a65ee3f
paul,qm54,blue,3,5338,true,9H,0.0,1.0,None,,,1H|3H|4H|6H|7H,0.0,,Engage,Engage,3,,0.0,0.0,0.0,0.0,0.0,,paul|qm|54|blue|3|5338|true|9H|0|true||||1H|3H|4H|6H|7H|0||Engage|Engage|3||false|false|0|0|0|,['High'],[],"['High', 'High', 'High', 'High', 'High']",[],1.0,1.0,4c4d9733-3656-4209-a747-e83b4f9086be
Nicole,qm54,blue,2,8847,false,2Lcube|3Lcube|5Lcube|7Lcube|8Lcube|9Lcube,0.0,1.0,Engage,Engage,,2Lcube|3Lcube|4Lcube|6Lcube|7Lcube|8Lcube|9Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Nicole|qm|54|blue|2|8847|false|2Lcube|3Lcube|5Lcube|7Lcube|8Lcube|9Lcube|0|true|Engage|Engage||2Lcube|3Lcube|4Lcube|6Lcube|7Lcube|8Lcube|9Lcube|0||Engage|Engage|||false|false|0|0|4|,[],"['Low', 'Low', 'Low', 'Low', 'Low', 'Low']",[],"['Low', 'Low', 'Low', 'Low', 'Low', 'Low', 'Low']",1.0,1.0,24054a84-86d2-4783-a464-6db56e01c259
Eckart,qm54,blue,1,9126,true,,0.0,0.0,None,None,Nothing happened ,2M|2H|5H|7Lcube|8H,0.0,,Engage,Engage,8,,0.0,0.0,0.0,0.0,4.0,,Eckart|qm|54|blue|1|9126|true||0|false||None|Nothing happened |2M|2H|5H|7Lcube|8H|0||Engage|Engage|8||false|false|0|0|4|,[],[],[],"['Mid', 'High', 'High', 'Low', 'High']",1.0,1.0,d4399412-c0f4-4654-9ef2-aac184d7f455
Agneya,qm54,red,2,503,true,2M|2H,0.0,1.0,None,None,,8H|3M|1Lcone|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Agneya|qm|54|red|2|503|true|8M|8H|0|true||None||2H|7M|9Lcone|9H|0||Engage|Engage|||false|false|0|0|4|,[],"['Mid', 'High']","['Mid', 'Low', 'High']",['High'],0.0,0.0,72953cac-c063-4d78-9057-cfe192cd3940
aarav,qm54,red,1,1757,true,4H,0.0,1.0,Engage,None,,5H|4H|3H|1M|1M|1H,0.0,got disabled after hitting double sub hard,None,,,,0.0,0.0,0.0,0.0,5.0,,aarav|qm|54|red|1|1757|true|6H|0|true|Engage|None||5H|6H|7H|9M|9M|9H|0|got disabled after hitting double sub hard|||||false|false|0|0|5|,['High'],[],"['High', 'High', 'Mid', 'Mid', 'High']",['High'],0.0,0.0,bb5cb672-0461-43bf-91f8-a68eb42846cb
darren,qm54,red,3,6431,true,,0.0,1.0,None,,nothing scored,,0.0,got stuck essentially disabled the entire game,None,,,,0.0,0.0,0.0,0.0,1.0,,darren|qm|54|red|3|6431|true||0|true|||nothing scored||0|got stuck essentially disabled the entire game|||||false|false|0|0|1|,[],[],[],[],0.0,0.0,f96198f7-be55-4bd8-9a91-6c041530a26f
paul,qm55,blue,3,5553,true,,0.0,0.0,None,,,1H|3H|4H|5H|6H,0.0,,Engage,Dock,5,,0.0,0.0,0.0,0.0,1.0,,paul|qm|55|blue|3|5553|true||0|false||||1H|3H|4H|5H|6H|0||Engage|Dock|5||false|false|0|0|1|,[],[],"['High', 'High', 'High', 'High']",['High'],0.0,0.0,8c3c5f72-6848-4566-a46d-6107ab969280
Eckart,qm55,blue,1,9030,true,8H,0.0,1.0,None,None,,2M|2H|8M,1.0,,Engage,Park,5.4,,0.0,0.0,0.0,0.0,0.0,,Eckart|qm|55|blue|1|9030|true|8H|0|true||None||2M|2H|8M|1||Engage|Park|5.4||false|false|0|0|0|,[],['High'],[],"['Mid', 'High', 'Mid']",0.0,0.0,36cf1686-9cc4-4806-89cc-440b39af88d6
darren,qm55,red,3,6909,true,,0.0,1.0,None,,didnt drop because gripper missed,9Lcube|9M|7Lcone|7M,1.0,,None,Park,,,0.0,0.0,0.0,0.0,1.0,,darren|qm|55|red|3|6909|true||0|true|||didnt drop because gripper missed|1Lcube|1M|3Lcone|3M|1|||Park|||false|false|0|0|1|,[],[],"['Mid', 'Low', 'Mid']",['Low'],0.0,0.0,3b091616-b0f0-4ab8-ad2e-9496535316a2
Eckart,qm56,blue,1,3932,true,,1.0,1.0,Engage,Engage,,5Lcone|7Lcone|7H|8Lcube|8H|9Lcone|9H,0.0,,None,Park,,Had no need to engage,0.0,0.0,0.0,0.0,4.0,,Eckart|qm|56|blue|1|3932|true||1|true|Engage|Engage||5Lcone|7Lcone|7H|8Lcube|8H|9Lcone|9H|0|||Park||Had no need to engage|false|false|0|0|4|,[],[],"['Low', 'Low', 'High', 'Low', 'High']","['Low', 'High']",0.0,0.0,23c3c30d-4d61-4784-b4c1-a48caf854aff
darren,qm56,red,3,6606,true,,1.0,1.0,None,,,,0.0,did pretty much nothing,Engage,Engage,,,0.0,0.0,0.0,0.0,1.0,do not pick,darren|qm|56|red|3|6606|true||1|true|||||0|did pretty much nothing|Engage|Engage|||false|false|0|0|1|do not pick,[],[],[],[],0.0,0.0,7542b527-ddbe-4bfb-a007-4d23e6fc1fcc
Eckart,qm57,blue,1,9023,true,1M,0.0,1.0,None,None,,1Lcube|2M|3M|3H|4Lcube,0.0,Struggles intaking cones from double sub,Engage,Dock,2.2,,0.0,0.0,0.0,0.0,0.0,,Eckart|qm|57|blue|1|9023|true|1M|0|true||None||1Lcube|2M|3M|3H|4Lcube|0|Struggles intaking cones from double sub|Engage|Dock|2.2||false|false|0|0|0|,['Mid'],[],"['Mid', 'High']","['Low', 'Mid', 'Low']",0.0,0.0,dcc4efd8-6f2d-47a7-95f5-c4b0df4c782a
darren,qm57,red,3,5804,true,9Lcone|9H,0.0,1.0,None,,,9M|8Lcube|8M|8H|7Lcube|7H|6H|5H|4Lcube,2.0,,None,Park,,,0.0,0.0,0.0,0.0,4.0,,darren|qm|57|red|3|5804|true|1Lcone|1H|0|true||||1M|2Lcube|2M|2H|3Lcube|3H|4H|5H|6Lcube|2|||Park|||false|false|0|0|4|,"['Low', 'High']",[],"['Mid', 'High', 'High']","['Low', 'Mid', 'High', 'Low', 'High', 'Low']",0.0,0.0,89a7e34a-4482-49a3-8f4a-38658a1dacfa
Eckart,qm58,blue,1,1468,true,5H,0.0,1.0,Engage,None,,4Lcone|5Lcone|6M|6H|7M|8M|9M,0.0,,Engage,Engage,6,,0.0,0.0,0.0,0.0,5.0,,Eckart|qm|58|blue|1|1468|true|5H|0|true|Engage|None||4Lcone|5Lcone|6M|6H|7M|8M|9M|0||Engage|Engage|6||false|false|0|0|5|,[],['High'],"['Low', 'Low', 'Mid', 'High', 'Mid', 'Mid']",['Mid'],0.0,0.0,9d86c970-55f0-4209-a142-ab106d393402
darren,qm58,red,3,1501,true,2H|1H,0.0,1.0,None,,,9M|9H|8Lcone|7H|3H,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,0.0,,darren|qm|58|red|3|1501|true|8H|9H|0|true||||1M|1H|2Lcone|3H|7H|0||Engage|Dock|||false|false|0|0|0|,['High'],['High'],"['Mid', 'High', 'Low', 'High', 'High']",[],0.0,0.0,a199480f-9538-4450-9a6a-9c09403bb5e7
Olivia,qm59,blue,1,494,true,1H|2H,0.0,1.0,None,,,1Lcone|3H|6Lcone|7Lcone|9Lcone|9M|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Olivia|qm|59|blue|1|494|true|1H|2H|0|true||||1Lcone|3H|6Lcone|7Lcone|9Lcone|9M|9H|0||Engage|Engage|||false|false|0|0|5|,['High'],['High'],"['Low', 'High', 'Low', 'Low', 'Low', 'Mid', 'High']",[],0.0,0.0,802fedf8-8be3-4f11-8bdb-8b9d9d513de7
Eckart,qm59,blue,3,3184,true,8H,0.0,1.0,None,None,Picked up a cube but missed one,1M|2Lcone|2M|3Lcone|3M|7M|7H,1.0,Seems like PID issues,None,Park,,No point in engaging ,0.0,0.0,0.0,0.0,0.0,,Eckart|qm|59|blue|3|3184|true|8H|0|true||None|Picked up a cube but missed one|1M|2Lcone|2M|3Lcone|3M|7M|7H|1|Seems like PID issues||Park||No point in engaging |false|false|0|0|0|,[],['High'],"['Mid', 'Low', 'Low', 'Mid', 'Mid', 'High']",['Mid'],0.0,0.0,3ebe3308-3bad-489f-854f-3c9a5eb0c9c3
Adrian,qm59,red,2,4145,true,9Lcone,1.0,1.0,None,,,,0.0,,Engage,Engage,3.2,,0.0,0.0,0.0,0.0,2.0,Claw broke so they did basically nothing,Adrian|qm|59|red|2|4145|true|1Lcone|1|true|||||0||Engage|Engage|3.2||false|false|0|0|2|Claw broke so they did basically nothing,['Low'],[],[],[],0.0,0.0,753bf39f-1462-4cfe-a561-4ec2961d2a00
Blen,qm59,red,1,4419,true,6H,0.0,0.0,None,,,5H|4H|3Lcone|3M|2M|2M|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,paused for a while when placing cone on high node then missed it ,Blen|qm|59|red|1|4419|true|4H|0|false||||5H|6H|7Lcone|7M|8M|8M|9H|0||Engage|Engage|||false|false|0|0|0|paused for a while when placing cone on high node then missed it ,['High'],[],"['High', 'Low', 'Mid', 'High']","['High', 'Mid', 'Mid']",0.0,0.0,efb575f8-338d-4338-9093-dc7fd732a78f
Owen,qm6,blue,2,955,true,2H,0.0,0.0,None,,,3H|4H|5Lcone|5M|5H|8Lcone,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,0.0,,Owen|qm|6|blue|2|955|true|2H|0|false||||3H|4H|5Lcone|5M|5H|8Lcone|0||Engage|Dock|||false|false|0|0|0|,[],['High'],"['High', 'High', 'Low', 'Low']","['Mid', 'High']",0.0,0.0,e021dfd1-b06a-4e45-8aa3-dfe4b537450c
Joshua,qm6,blue,3,2642,false,7H,1.0,1.0,None,,Attempted double but didnt collect second.,1H|2H|3H|7H|8H,0.0,Solid opportunistic defense| overshot loading station a couple times,Engage,Engage,8,,0.0,0.0,40.0,4.0,4.0,very good opportunistic defense| I approve,Joshua|qm|2642|blue|3|2642|false|7H|1|true|||Attempted double but didnt collect second.|1H|2H|3H|7H|8H|0|Solid opportunistic defense| overshot loading station a couple times|Engage|Engage|8||false|false|40|4|4|very good opportunistic defense| I approve :),['High'],[],"['High', 'High', 'High']","['High', 'High']",0.0,0.0,fed8c820-0da2-40ac-8bf5-28b69913686a
Suzy,qm6,blue,1,6606,false,,0.0,1.0,None,,,8M,1.0,,None,None,,,0.0,1.0,0.0,0.0,2.0,Very tall and tippy tank very slow cycles,Suzy|qm|6|blue|1|6606|false||0|true||||8M|1|||None|||false|true|0|0|2|Very tall and tippy tank very slow cycles,[],[],[],['Mid'],0.0,0.0,29327c75-38ab-42c8-8e46-d03d4f7ca9e7
Arav,qm6,red,3,3572,true,7Lcube,0.0,1.0,None,None,,9H|8H|7H|6M,1.0,,Engage,Engage,4,,0.0,0.0,0.0,0.0,4.0,,Arav|qm|6|red|3|3572|true|3Lcube|0|true||None||1H|2H|3H|4M|1||Engage|Engage|4||false|false|0|0|4|,[],['Low'],"['High', 'High', 'Mid']",['High'],1.0,1.0,55942c8e-9b39-4cb5-8541-b7386f7278a2
Aran,qm6,red,1,4143,true,2M|2H|1H,0.0,0.0,None,,,6H|4H|3M|3H|2Lcube|1Lcone|1M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Aran|qm|6|red|1|4143|true|8M|8H|9M|9M|9H|0|false||||4H|6H|7M|7H|8Lcube|9Lcone|9M|0||Engage|Engage|||false|false|0|0|5|,['High'],"['Mid', 'High']","['High', 'High', 'Mid', 'High', 'Low', 'Mid']",['Low'],1.0,1.0,f6bfe12c-fb51-406e-8976-4f92bebdbd1b
Amogh,qm6,red,2,5274,false,5H,0.0,1.0,Engage,Engage,,9H|6M|3M|3H|1M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Amogh|qm|6|red|2|5274|false|5H|0|true|Engage|Engage||1H|4M|7M|7H|9M|0||Engage|Engage|||false|false|0|0|4|,[],['High'],"['High', 'Mid', 'Mid', 'High', 'Mid']",[],1.0,1.0,29680157-2356-4607-b103-72a6764c6afc
Eckart,qm60,blue,3,3478,false,1H,0.0,0.0,None,None,Didn't go over protector,1M|2M|2H|3Lcone|3M|3H,0.0,,Engage,Engage,5.0,,0.0,0.0,0.0,0.0,0.0,,Eckart|qm|60|blue|3|3478|false|1H|0|false||None|Didn't go over protector|1M|2M|2H|3Lcone|3M|3H|0||Engage|Engage|5.0||false|false|0|0|0|,['High'],[],"['Mid', 'Low', 'Mid', 'High']","['Mid', 'High']",0.0,0.0,e8dee868-27d6-43bb-8235-362de3b7c0b5
Olivia,qm60,blue,1,5172,true,,1.0,0.0,Engage,Engage,,8H,0.0,,Engage,Dock,,,0.0,0.0,100.0,4.0,3.0,,Olivia|qm|60|blue|1|5172|true||1|false|Engage|Engage||8H|0||Engage|Dock|||false|false|100|4|3|,[],[],[],['High'],0.0,0.0,119ce31e-bd64-4bca-a3a9-9fb3f0471c59
Blen,qm60,red,1,900,true,1H,0.0,1.0,None,,,3Lcone|3H|2Lcube|2M|2H|1Lcube,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Blen|qm|60|red|1|900|true|9H|0|true||||7Lcone|7H|8Lcube|8M|8H|9Lcube|1||Engage|Engage|||false|false|0|0|4|,['High'],[],"['Low', 'High']","['Low', 'Mid', 'High', 'Low']",0.0,0.0,ea935426-7b9e-4c71-acbe-c9cd3569b97a
Adrian,qm60,red,2,2992,true,9H|8H,0.0,1.0,None,,,7Lcone|7H|6H|4M|4H|3M|1M,0.0,,Engage,Engage,4.9,,0.0,0.0,0.0,0.0,4.0,,Adrian|qm|60|red|2|2992|true|1H|2H|0|true||||3Lcone|3H|4H|6M|6H|7M|9M|0||Engage|Engage|4.9||false|false|0|0|4|,['High'],['High'],"['Low', 'High', 'High', 'Mid', 'High', 'Mid', 'Mid']",[],0.0,0.0,96ee6697-7a94-4bde-9ecb-f7a93282cb5b
